1;0,02;1,33;0,26902
2;0,01;1,39;0,27225
3;0,01;1,38;0,2745
4;0,003;1,43;0,28118
5;0,003;1,43;0,28118
6;0,002;1,54;0,24974
7;0,002;1,54;0,24974
8;0,002;1,17;0,31441
9;0,002;1,4;0,2884
10;0,001;1,54;0,26386
11;0,003;1,12;0,31899
12;0,01;1,54;0,15783
13;0,01;1,54;0,15783
14;0,002;1,39;0,28974
15;0,002;1,39;0,28974
16;0,002;1,39;0,28974
17;0,002;1,41;0,28704
18;0,002;1,41;0,28704
19;0,002;1,41;0,28704
20;0,01;1,03;0,32383
21;0,003;1,32;0,29647
22;0,003;1,33;0,29525
23;0,007;1,23;0,3024
24;0,003;1,1;0,32115
25;0,003;1,34;0,29392
26;0,002;1,18;0,31336
27;0,005;1,5;0,25281
28;0,005;1,5;0,25281
29;0,005;1,11;0,31827
30;0,002;1,26;0,30487
31;0,007;1,41;0,27469
32;0,007;1,41;0,27469
33;0,01;1,49;0,23359
34;0,01;1,49;0,23359
35;0,007;1,42;0,2723
36;0,02;1,47;0,21112
37;0,02;1,47;0,21112
38;0,003;1,29;0,30009
39;0,03;1,32;0,25802
40;0,03;1,32;0,25802
41;0,03;1,32;0,25802
42;0,03;1,32;0,25802
43;0,02;1,5;0,17983
44;0,02;1,53;0,12426
45;0,007;1,37;0,28227
46;0,007;1,37;0,28227
47;0,03;1,46;0,19159
48;0,002;1,19;0,31231
49;0,02;1,48;0,20242
50;0,02;1,48;0,20242
51;0,03;1,25;0,27456
52;0,03;1,25;0,27456
53;0,03;1,25;0,27456
54;0,002;1,39;0,28973
55;0,003;1,21;0,30899
56;0,007;1,2;0,30603
57;0,01;1,27;0,29351
58;0,01;1,27;0,29351
59;0,01;1,27;0,29351
60;0,005;1,37;0,28616
61;0,05;1,34;0,2269
62;0,003;1,38;0,28883
63;0,02;1,26;0,28335
64;0,007;1,39;0,27855
65;0,007;1,4;0,27656
66;0,02;1,46;0,21855
67;0,02;1,46;0,21855
68;0,001;1,35;0,29633
69;0,05;1,49;0,11704
70;0,07;1,23;0,24495
71;0,007;1,16;0,31075
72;0,005;1,34;0,29067
73;0,01;1,39;0,27225
74;0,007;1,34;0,28727
75;0,003;1,18;0,31238
76;0,01;1,54;0,15783
77;0,002;1,48;0,27549
78;0,05;1,44;0,16894
79;0,05;1,44;0,16894
80;0,05;1,44;0,16894
81;0,007;1,32;0,29026
82;0,002;1,38;0,29102
83;0,002;1,38;0,29102
84;0,002;1,38;0,29102
85;0,005;1,39;0,28295
86;0,1;1,31;0,19524
87;0,1;1,31;0,19524
88;0,1;1,31;0,19524
89;0,1;1,31;0,19524
90;0,1;1,31;0,19524
91;0,003;1,49;0,26794
92;0,03;1,51;0,12966
93;0,03;1,51;0,12966
94;0,03;1,38;0,23818
95;0,05;1,38;0,20878
96;0,05;1,38;0,20878
97;0,07;1,37;0,19083
98;0,02;1,41;0,24481
99;0,01;1,4;0,26986
100;0,03;1,41;0,22477
101;0,03;1,45;0,19979
102;0,05;1,47;0,14041
103;0,05;1,47;0,14041
104;0,05;1,41;0,19142
105;0,07;1,42;0,15788
106;0,07;1,51;0,07096
107;0,07;1,51;0,07096
108;0,05;1,54;0,0692
109;0,05;1,54;0,0692
110;0,03;1,47;0,18235
111;0,03;1,48;0,17157
112;0,03;1,53;0,090769
113;0,03;1,53;0,090769
114;0,05;1,52;0,075368
115;0,05;1,5;0,1037
116;0,05;1,51;0,089456
117;0,05;1,51;0,089456
118;0,05;1,51;0,089456
119;0,05;1,53;0,064245
120;0,05;1,49;0,11704
121;0,05;1,49;0,11704
122;0,05;1,52;0,075368
123;0,05;1,52;0,075368
124;0,05;1,52;0,075368
125;0,05;1,52;0,075368
126;0,05;1,52;0,075368
127;0,05;1,54;0,0692
128;0,05;1,53;0,064245
129;0,05;1,53;0,064245
130;0,05;1,53;0,064245
131;0,05;1,54;0,0692
132;0,05;1,53;0,064245
133;0,05;1,53;0,064245
134;0,05;1,53;0,064245
135;0,05;1,53;0,064245
136;0,05;1,53;0,064245
137;0,05;1,53;0,064245
138;0,05;1,53;0,064245
139;0,05;1,53;0,064245
140;0,03;1,52;0,1115
141;0,005;1,52;0,23891
142;0,007;1,54;0,18786
143;0,02;1,52;0,14618
144;0,01;1,53;0,18425
145;0,03;1,54;0,069988
146;0,03;1,54;0,069988
147;0,07;1,52;0,066166
148;0,07;1,52;0,066166
149;0,07;1,52;0,066166
150;0,03;1,53;0,090769
151;0,07;1,53;0,071264
152;0,05;1,53;0,064245
153;0,05;1,53;0,064245
154;0,01;1,06;0,32025
155;0,1;1,39;0,15182
156;0,1;1,39;0,15182
157;0,001;1,03;0,33042
158;0,5;1,14;0,14823
159;0,01;1,15;0,30939
160;0,005;1,26;0,30097
161;0,003;1,09;0,3224
162;0,5;1,38;0,087519
163;0,1;1,25;0,21854
164;0,1;1,25;0,21854
165;0,05;1,36;0,21846
166;0,05;1,36;0,21846
167;0,05;1,36;0,21846
168;0,01;1,11;0,31421
169;0,002;1,33;0,29684
170;0,003;1,08;0,32336
171;0,001;1,19;0,31332
172;0,05;1,05;0,29502
173;0,002;1,4;0,2884
174;0,002;1,4;0,2884
175;0,007;1,28;0,29586
176;0,005;1,05;0,32515
177;0,007;1,1;0,31778
178;0,003;1,27;0,30232
179;0,02;1,29;0,27769
180;0,005;1,43;0,27547
181;0,07;1,25;0,23919
182;0,007;1,11;0,31667
183;0,007;1,11;0,31667
184;0,05;1,25;0,25564
185;0,005;1,41;0,27945
186;0,005;1,41;0,27945
187;0,5;1,27;0,10759
188;0,001;1,28;0,30404
189;0,003;1,03;0,32895
190;0,003;1,42;0,28286
191;0,003;1,04;0,32781
192;0,07;1,06;0,28193
193;0,07;1,06;0,28193
194;0,002;1,44;0,28271
195;0,003;1,37;0,29019
196;0,003;1,4;0,28601
197;0,5;1,26;0,111
198;0,3;1,35;0,10344
199;0,3;1,35;0,10344
200;0,03;1,18;0,28769
201;0,03;1,35;0,24897
202;0,03;1,35;0,24897
203;0,03;1,35;0,24897
204;0,5;1,24;0,11773
205;0,07;1,11;0,27263
206;0,07;1,11;0,27263
207;0,001;1,25;0,30712
208;0,02;1,55;0,067636
209;0,02;1,55;0,067636
210;0,003;1,34;0,29392
211;0,01;1,33;0,28407
212;0,005;1,03;0,32745
213;0,005;1,03;0,32745
214;0,003;1,44;0,27948
215;0,05;1,04;0,29659
216;0,003;1,21;0,30899
217;0,03;1,05;0,30753
218;0,005;1,17;0,31155
219;0,005;1,19;0,30928
220;0,007;1,25;0,2998
221;0,007;1,25;0,2998
222;0,05;1,21;0,2653
223;0,05;1,21;0,2653
224;0,001;1,49;0,2785
225;0,01;1,34;0,28229
226;0,1;1,13;0,25199
227;0,02;1,16;0,29926
228;0,007;1,41;0,27469
229;0,007;1,41;0,27469
230;0,007;1,41;0,27469
231;0,07;1,3;0,22255
232;0,07;1,3;0,22255
233;0,07;1,34;0,206
234;0,07;1,34;0,206
235;0,5;1,01;0,17998
236;0,5;1,01;0,17998
237;0,001;1,48;0,28018
238;0,003;1,22;0,308
239;0,003;1,31;0,29767
240;0,007;1,55;0,15147
241;0,05;1,07;0,29188
242;0,005;1,36;0,28772
243;0,5;1,41;0,090592
244;0,03;1,39;0,23413
245;0,001;1,08;0,32496
246;0,007;1,14;0,31323
247;0,007;1,14;0,31323
248;0,007;1,4;0,27656
249;0,07;1,4;0,17249
250;0,002;1,03;0,32967
251;0,002;1,11;0,32091
252;0,002;1,11;0,32091
253;0,5;1,36;0,085777
254;0,005;1,29;0,29728
255;0,005;1,29;0,29728
256;0,01;1,14;0,31061
257;0,01;1,14;0,31061
258;0,07;1,05;0,28374
259;0,005;1,38;0,28458
260;0,002;1,56;0,19781
261;0,002;1,56;0,19781
262;0,02;1,03;0,31688
263;0,02;1,03;0,31688
264;0,005;1,55;0,18102
265;0,1;1,06;0,2669
266;0,01;1,25;0,29638
267;0,007;1,31;0,29171
268;0,007;1,31;0,29171
269;0,007;1,31;0,29171
270;0,007;1,31;0,29171
271;0,007;1,31;0,29171
272;0,03;1,02;0,31169
273;0,05;1,14;0,27961
274;0,05;1,14;0,27961
275;0,007;1,17;0,30964
276;0,01;1,18;0,3055
277;0,05;1,35;0,22285
278;0,05;1,35;0,22285
279;0,3;1,39;0,085231
280;0,3;1,39;0,085231
281;0,07;1,2;0,25289
282;0,07;1,2;0,25289
283;0,07;1,2;0,25289
284;0,007;1,04;0,32481
285;0,002;1,34;0,29567
286;0,002;1,34;0,29567
287;0,1;1,08;0,2629
288;0,003;1,4;0,28601
289;0,002;1,1;0,32197
290;0,003;1,54;0,23616
291;0,3;1,38;0,089687
292;0,3;1,38;0,089687
293;0,3;1,38;0,089687
294;0,01;1,32;0,28581
295;0,01;1,32;0,28581
296;0,01;1,32;0,28581
297;0,005;1,04;0,3263
298;0,002;1,27;0,30375
299;0,007;1,39;0,27859
300;0,007;1,39;0,27859
301;0,007;1,39;0,27859
302;0,05;1,37;0,2138
303;0,007;1,56;0,089789
304;0,02;1,14;0,30215
305;0,002;1,41;0,28704
306;0,002;1,41;0,28704
307;0,002;1,41;0,28704
308;0,002;1,41;0,28704
309;0,001;1,21;0,31119
310;0,007;1,03;0,32599
311;0,1;1,33;0,1859
312;0,002;1,42;0,28564
313;0,05;1,22;0,26296
314;0,05;1,22;0,26296
315;0,05;1,22;0,26296
316;0,1;1,17;0,24227
317;0,1;1,17;0,24227
318;0,03;1,2;0,28415
319;0,02;1,31;0,27353
0;0,05;1,53;0,064245
