1,0.3,1.4,0.079248,179,905.22
2,0.007,1.55,0.061134,106,492.92
3,0.007,1.55,0.061134,107,409.07
4,1,1.2,0.092316,158,947.29
5,0.3,1.4,0.079248,184,936.77
6,0.007,1.55,0.061134,110,484.99
7,1,1.2,0.092316,169,1015
8,0.5,1.34,0.084894,169,930.82
9,0.7,1.28,0.088495,173,997.47
10,0.007,1.55,0.061134,129,512.42
11,0.5,1.34,0.084894,182,1018.6
12,0.007,1.55,0.061134,106,556.89
13,0.007,1.55,0.061134,14,97.569
14,0.007,1.55,0.061134,103,448.54
15,0.007,1.55,0.061134,103,369.67
16,0.3,1.4,0.079248,172,891.52
17,0.007,1.55,0.061134,108,463.17
18,0.007,1.55,0.061134,27,142.15
19,1,1.2,0.092316,187,1115.9
20,0.007,1.55,0.061134,109,569.06
21,1,1.2,0.092316,188,1128.4
22,0.007,1.55,0.061134,28,154.68
23,0.001,1.55,0.069446,160,862.36
24,0.007,1.55,0.061134,19,98.706
25,1,1.2,0.092316,152,908.1
26,0.007,1.55,0.061134,110,506.81
27,0.007,1.55,0.061134,4,37.767
28,0.5,1.34,0.084894,169,956.6
29,0.007,1.55,0.061134,107,481.53
30,0.7,1.28,0.088495,172,1004.4
