1,0.005,1.42,1
2,0.005,1.42,1
3,0.005,1.42,1
4,0.002,1.48,1
5,0.002,1.48,1
6,0.002,1.48,1
7,0.03,1.36,1
8,0.03,1.36,1
9,0.002,1.34,1
10,0.002,1.34,1
11,0.01,1.37,1
12,0.3,1.34,1
13,0.01,1.54,1
14,0.01,1.54,1
15,0.01,1.54,1
16,0.005,1.45,1
17,0.005,1.45,1
18,0.03,1.56,1
19,0.03,1.56,1
20,0.3,1.49,1
21,0.3,1.49,1
22,0.3,1.49,1
23,0.007,1.55,1
24,0.01,1.41,1
25,0.01,1.41,1
26,0.01,1.41,1
27,0.01,1.41,1
28,0.05,1.42,1
29,0.05,1.42,1
30,0.05,1.42,1
31,0.05,1.42,1
32,0.05,1.42,1
33,0.05,1.42,1
34,0.01,1.39,1
35,0.07,1.51,1
36,0.001,1.44,1
37,0.01,1.46,1
38,0.001,1.53,1
39,0.03,1.42,1
40,0.03,1.42,1
41,0.03,1.42,1
42,0.03,1.42,1
43,0.03,1.42,1
44,0.03,1.42,1
45,0.03,1.42,1
46,0.03,1.42,1
47,0.03,1.42,1
48,0.007,1.43,1
49,0.007,1.53,1
50,0.007,1.53,1
51,0.007,1.53,1
52,0.007,1.53,1
53,0.007,1.53,1
54,0.007,1.53,1
55,0.01,1.44,1
56,0.01,1.44,1
57,0.01,1.44,1
58,0.01,1.44,1
59,0.01,1.44,1
60,0.7,1.43,1
61,0.7,1.43,1
62,0.05,1.5,1
63,0.007,1.54,1
64,0.007,1.54,1
65,0.003,1.5,1
66,0.005,1.46,1
67,0.7,1.47,1
68,0.7,1.47,1
69,0.3,1.48,1
70,0.3,1.48,1
71,0.002,1.47,1
72,0.002,1.47,1
73,0.002,1.47,1
74,0.002,1.53,1
75,0.05,1.51,1
76,0.01,1.53,1
77,0.01,1.53,1
78,0.002,1.45,1
79,0.002,1.55,1
80,0.002,1.55,1
81,0.002,1.55,1
82,0.002,1.55,1
83,0.002,1.55,1
84,0.5,1.56,1
85,0.002,1.57,1
86,0.002,1.57,1
87,0.002,1.57,1
88,0.002,1.57,1
89,0.07,1.49,1
90,0.003,1.53,1
91,0.003,1.53,1
92,0.003,1.53,1
93,0.003,1.53,1
94,0.003,1.53,1
95,0.003,1.53,1
96,0.003,1.53,1
97,0.005,1.56,1
98,0.005,1.56,1
99,0.005,1.55,1
100,0.003,1.57,1
0,0.3,1.56,1
